,Text in Sade_Infortunes,Text in B,Location in Sade_Infortunes,Location in B
Sade_Justine_212,"e vertueux, parce que alors l'INTÉRÊT DES UNS CHOQUE VISIBLEMENT CELUI DES AUTRES, MAIS CE N'EST PLUS CELA DANS UNE SOCIÉTÉ TOUTE CORROMPUE; MES VICES ALORS N'OUTRAGEANT QUE LE VICIEUX DÉTERMINENT DANS LUI D'AUTRES VICES QUI LE DÉDOMMAGENT ET NOUS NOUS TROUVONS TOUS LES DEUX HEUREUX. 
LA VIBRATION DEVIENT GÉNÉRALE, C'EST UNE MULTITUDE DE CHOCS ET DE LÉSIONS MUTUELLES, OÙ CHACUN REGAGNANT À L'INSTANT CE QU'IL VIENT DE PERDRE SE RETROUVE SANS CESSE DANS UNE POSITION HEUREUSE. LE VICE N'EST DANGEREUX QU'À LA VERTU, parce que faible et timide e","de méchants, parce qu'alors l'INTÉRÊT DES UNS CHOQUE VISIBLEMENT CELUI DES AUTRES; MAIS CE N'EST PLUS CELA DANS UNE SOCIÉTÉ TOUTE CORROMPUE; MES VICES, ALORS, N'OUTRAGEANT QUE LE VICIEUX, DÉTERMINENT DANS LUI D'AUTRES VICES QUI LE DÉDOMMAGENT, ET NOUS NOUS TROUVONS TOUS LES DEUX HEUREUX. LA VIBRATION DEVIENT GÉNÉRALE; C'EST UNE MULTITUDE DE CHOCS ET DE LÉSIONS MUTUELLES OÙ CHACUN, REGAGNANT AUSSITÔT CE QU'IL VIENT DE PERDRE, SE RETROUVE SANS CESSE DANS UNE POSITION HEUREUSE. LE VICE N'EST DANGEREUX QU'À LA VERTU qui, faible et timide, n'ose ","(239489, 239975)","(537832, 538319)"
Sade_Justine_213,"ué toute ta vie, chère fille, EN PRENANT SANS CESSE À CONTRESENS LA ROUTE QUE SUIVAIT TOUT LE MONDE ? SI TU T'ÉTAIS LIVRÉE AU TORRENT, TU AURAIS TROUVÉ LE PORT COMME MOI. CELUI QUI VEUT REMONTER UN FLEUVE ARRIVERA-t-il aussi vite que celui qui","le fois dans ta vie, Thérèse, EN PRENANT SANS CESSE À CONTRESENS LA ROUTE QUE SUIVAIT TOUT LE MONDE ? SI TU T'ÉTAIS LIVRÉE AU TORRENT, TU AURAIS TROUVÉ LE PORT COMME MOI. CELUI QUI VEUT REMONTER UN FLEUVE PARCOURRA-t-il dans un même jour autant","(240502, 240685)","(538629, 538813)"
Sade_Justine_214,"nce, et qui te prouve qu'elle AIME L'ORDRE ET PAR CONSÉQUENT LA VERTU ? NE TE DONNE-T-ELLE PAS SANS CESSE DES EXEMPLES DE SES INJUSTICES ET DE SES IRRÉGULARITÉS ? EST-CE EN ENVOYANT AUX HOMMES LA GUERRE, LA PESTE ET LA FAMINE, EST-CE EN AYANT FOURRÉ UN UNIVERS VICIEUX DANS TOUTES SES PARTIES, QU'ELLE MANIFESTE À TES YEUX SON AMOUR extrême de la vertu ? et pour","e prouve que cette providence AIME L'ORDRE, ET PAR CONSÉQUENT LA VERTU ? NE TE DONNE-T-ELLE PAS SANS CESSE DES EXEMPLES DE SES INJUSTICES ET DE SES IRRÉGULARITÉS ? EST-CE EN ENVOYANT AUX HOMMES LA GUERRE, LA PESTE ET LA FAMINE, EST-CE EN AYANT FORMÉ UN UNIVERS VICIEUX DANS TOUTES SES PARTIES, QU'ELLE MANIFESTE À TES YEUX SON AMOUR extrême pour le bien ? Pourqu","(240845, 241147)","(538960, 539262)"
Sade_Justine_215,"mour extrême de la vertu ? et POURQUOI VEUX-TU QUE LES INDIVIDUS VICIEUX LUI DÉPLAISENT, PUISQU'ELLE N'AGIT ELLE-MÊME QUE PAR DES VICES, QUE TOUT EST VICE ET CORRUPTION, que tout est crime et désord"," amour extrême pour le bien ? POURQUOI VEUX-TU QUE LES INDIVIDUS VICIEUX LUI DÉPLAISENT, PUISQU'ELLE N'AGIT ELLE-MÊME QUE PAR DES VICES; QUE TOUT EST VICE ET CORRUPTION dans ses œuvres; que tout est","(241173, 241311)","(539286, 539424)"
Sade_Justine_216,"lonté et dans ses œuvres ? Et DE QUI TENONS-NOUS D'AILLEURS CES MOUVEMENTS QUI NOUS ENTRAÎNENT AU MAL ? N'EST-CE PAS SA MAIN QUI NOUS LES DONNE, EST-IL UNE SEULE DE NOS volontés ou de nos sensations",rdre dans ses volontés ? Mais DE QUI TENONS-NOUS D'AILLEURS CES MOUVEMENTS QUI NOUS ENTRAÎNENT AU MAL ? N'EST-CE PAS SA MAIN QUI NOUS LES DONNE ? EST-IL UNE SEULE DE NOS sensations qui ne vienne d'el,"(241384, 241522)","(539498, 539637)"
Sade_Justine_217,"ations qui ne vienne d'elle ? EST-IL DONC RAISONNABLE DE DIRE QU'ELLE NOUS LAISSERAIT, OU NOUS DONNERAIT DES PENCHANTS POUR UNE CHOSE QUI LUI serait inutile ? Si donc les ","irs qui ne soit son ouvrage ? EST-IL DONC RAISONNABLE DE DIRE QU'ELLE NOUS LAISSERAIT OU NOUS DONNERAIT DES PENCHANTS POUR UNE CHOSE QUI LUI nuirait, ou qui lui serait in","(241576, 241687)","(539720, 539830)"
Sade_Justine_218," aux magistrats que ces vices QU'ILS BLÂMENT ET PUNISSENT AVEC TANT DE RIGUEUR ONT QUELQUEFOIS UN DEGRÉ D'UTILITÉ BIEN PLUS GRAND QUE CES VERTUS QU'ILS PRÊCHENT SANS jamais les récompenser. 
--Ma"," législateurs, que les crimes QU'ILS BLÂMENT ET PUNISSENT AVEC TANT DE RIGUEUR ONT QUELQUEFOIS UN DEGRÉ D'UTILITÉ BIEN PLUS GRAND QUE CES VERTUS QU'ILS PRÊCHENT SANS les pratiquer eux-mêmes et sa","(242009, 242144)","(540178, 540313)"
Sade_Justine_219,"corruptrice, pour me livrer à VOS AFFREUX SYSTÈMES, COMMENT PARVIENDRIEZ-VOUS À ÉTOUFFER LE REMORDS QU'ILS FERAIENT À TOUT INSTANT NAÎTRE DANS MON CŒUR ? 
--LE REMORDS EST UNE CHIMÈRE, Sophie, reprit la Dubois, il",", répondis-je, pour embrasser VOS AFFREUX SYSTÈMES, COMMENT PARVIENDRIEZ-VOUS À ÉTOUFFER LE REMORDS QU'ILS FERAIENT À TOUT INSTANT NAÎTRE DANS MON CŒUR ? 
--LE REMORDS EST UNE CHIMÈRE, me dit la Dubois; il n'est, ","(242265, 242418)","(540444, 540597)"
Sade_Justine_220,"sez faible pour ne pas oser l'ANÉANTIR. 
--L'ANÉANTIR, LE PEUT-ON ? 
--RIEN DE PLUS AISÉ, ON NE SE REPENT QUE DE CE QU'ON N'EST PAS DANS L'USAGE DE FAIRE. RENOUVELEZ SOUVENT CE QUI VOUS DONNE DES REMORDS ET VOUS PARVIENDREZ À LES ÉTEINDRE; OPPOSEZ-LEUR LE FLAMBEAU DES PASSIONS, LES LOIS PUISSANTES DE L'INTÉRÊT, VOUS LES AUREZ BIENTÔT DISSIPÉS. LE REMORDS NE PROUVE PAS LE CRIME, IL DÉNOTE SEULEMENT UNE ÂME FACILE À SUBJUGUER. 
QU'IL VIENNE UN ORDRE ABSURDE DE T'EMPÊCHER DE SORTIR À L'INSTANT DE CETTE CHAMBRE, TU N'EN SORTIRAS PAS SANS REMORDS, QUELQUE CERTAIN QU'IL SOIT QUE TU NE FERAIS POURTANT AUCUN MAL À EN SORTIR. IL N'EST DONC PAS VRAI QU'IL N'Y AIT QUE LE CRIME QUI DONNE DES REMORDS; EN SE CONVAINQUANT DU NÉANT DES CRIMES ou de la nécessité dont ils s","ssez timide pour n'oser pas l'ANÉANTIR. 
--L'ANÉANTIR LE PEUT-ON ? 
--RIEN DE PLUS AISÉ; ON NE SE REPENT QUE DE CE QU'ON N'EST PAS DANS L'USAGE DE FAIRE; RENOUVELEZ SOUVENT CE QUI VOUS DONNE DES REMORDS, ET VOUS LES ÉTEINDREZ BIENTÔT; OPPOSEZ-LEUR LE FLAMBEAU DES PASSIONS, LES LOIS PUISSANTES DE L'INTÉRÊT, VOUS LES AUREZ BIENTÔT DISSIPÉS. LE REMORDS NE PROUVE PAS LE CRIME, IL DÉNOTE SEULEMENT UNE ÂME FACILE À SUBJUGUER; QU'IL VIENNE UN ORDRE ABSURDE DE T'EMPÊCHER DE SORTIR À L'INSTANT DE CETTE CHAMBRE, TU N'EN SORTIRAS PAS SANS REMORDS, QUELQUE CERTAIN QU'IL SOIT QUE TU NE FERAS POURTANT AUCUN MAL À EN SORTIR. IL N'EST DONC PAS VRAI QU'IL N'Y AIT QUE LE CRIME QUI DONNE DES REMORDS. EN SE CONVAINQUANT DU NÉANT DES CRIMES, de la nécessité dont ils son","(242520, 243226)","(540709, 541408)"
Sade_Justine_221,"nquant du néant des crimes ou DE LA NÉCESSITÉ DONT ILS SONT EU ÉGARD AU PLAN GÉNÉRAL DE LA NATURE, IL SERAIT DONC POSSIBLE DE VAINCRE AUSSI FACILEMENT LE REMORDS QU'ON AURAIT À LES COMMETTRE, COMME IL TE LE DEVIENDRAIT D'ÉTOUFFER CELUI QUI NAÎTRAIT DE TA SORTIE DE CETTE CHAMBRE D'APRÈS L'ORDRE ILLÉGAL QUE TU AURAIS REÇU D'Y RESTER. IL FAUT COMMENCER PAR UNE ANALYSE EXACTE DE TOUT CE QUE LES HOMMES APPELLENT CRIME, débuter par se convaincre qu","ainquant du néant des crimes, DE LA NÉCESSITÉ DONT ILS SONT, EU ÉGARD AU PLAN GÉNÉRAL DE LA NATURE, IL SERAIT DONC POSSIBLE DE VAINCRE AUSSI FACILEMENT LE REMORDS QU'ON SENTIRAIT APRÈS LES AVOIR COMMIS, COMME IL TE LE DEVIENDRAIT D'ÉTOUFFER CELUI QUI NAÎTRAIT DE TA SORTIE DE CETTE CHAMBRE APRÈS L'ORDRE ILLÉGAL QUE TU AURAIS REÇU D'Y RESTER. IL FAUT COMMENCER PAR UNE ANALYSE EXACTE DE TOUT CE QUE LES HOMMES APPELLENT CRIME; par se convaincre que ce n'e","(243230, 243616)","(541410, 541805)"
Sade_Justine_222," absurde de ne pas l'anéantir AUSSITÔT ? QU'ON S'ACCOUTUME À CONSIDÉRER COMME INDIFFÉRENTE L'ACTION QUI VIENT DE DONNER DES REMORDS, QU'ON LA JUGE TELLE PAR L'ÉTUDE RÉFLÉCHIE DES MŒURS ET COUTUMES DE TOUTES LES NATIONS DE LA TERRE; EN CONSÉQUENCE DE CE RAISONNEMENT, QU'ON RENOUVELLE CETTE action quelle qu'elle soit, a"," stupide de ne pas l'étouffer AUSSITÔT ? QU'ON S'ACCOUTUME À CONSIDÉRER COMME INDIFFÉRENTE L'ACTION QUI VIENT DE DONNER DES REMORDS; QU'ON LA JUGE TELLE PAR L'ÉTUDE RÉFLÉCHIE DES MŒURS ET COUTUMES DE TOUTES LES NATIONS DE LA TERRE; EN CONSÉQUENCE DE CE TRAVAIL, QU'ON RENOUVELLE CETTE action, telle qu'elle soit, a","(244846, 245105)","(542981, 543235)"
Sade_Justine_223,"'abîme que je ne l'admettrais PAS DAVANTAGE; JE ME PLAINDRAIS DES HOMMES OU DE MA MALADRESSE, MAIS JE SERAIS TOUJOURS EN PAIX AVEC MA CONSCIENCE.--SOIT, mais raisonnons un instant s"," l'abîme, je ne l'éprouverais PAS DAVANTAGE, JE ME PLAINDRAIS DES HOMMES OU DE MA MALADRESSE, MAIS JE SERAIS TOUJOURS EN PAIX AVEC MA CONSCIENCE. 
--SOIT, répondis-je, madame, mais ra","(245865, 245986)","(544520, 544643)"
Sade_Justine_224," conscience soit aussi feutre QUE LA VÔTRE, DÈS QU'ELLE N'A PAS ÉTÉ ACCOUTUMÉE DÈS L'ENFANCE À VAINCRE LES MÊMES PRÉJUGÉS; À QUEL TITRE EXIGEZ-VOUS QUE MON ESPRIT QUI N'EST PAS ORGANISÉ COMME LE VÔTRE, PUISSE ADOPTER LES MÊMES SYSTÈMES ? VOUS ADMETTEZ QU'IL Y A UNE SOMME DE MAUX ET de biens dans la nature, et q","a conscience soit aussi ferme QUE LA VÔTRE, DÈS QU'ELLE N'A PAS ÉTÉ ACCOUTUMÉE DÈS L'ENFANCE À VAINCRE LES MÊMES PRÉJUGÉS ? A QUEL TITRE EXIGEZ-VOUS QUE MON ESPRIT, QUI N'EST PAS ORGANISÉ COMME LE VÔTRE, PUISSE ADOPTER LES MÊMES SYSTÈMES ? VOUS ADMETTEZ QU'IL Y A UNE SOMME DE BIEN ET de mal dans la nature, et qu'","(246136, 246388)","(544793, 545047)"
Sade_Justine_225,"s de scélérats dans le monde, CELUI QU'UNE FORTUNE PUISSANTE, UN CRÉDIT PRODIGIEUX MET À L'ABRI DE CETTE FIN TRAGIQUE ET CELUI QUI NE L'ÉVITERA PAS S'IL EST PRIS; CE DERNIER, NÉ SANS BIEN, NE DOIT AVOIR que deux points de vue s'il a","rats dans le monde, Thérèse : CELUI QU'UNE FORTUNE PUISSANTE, UN CRÉDIT PRODIGIEUX, MET À L'ABRI DE CETTE FIN TRAGIQUE, ET CELUI QUI NE L'ÉVITERA PAS S'IL EST PRIS. CE DERNIER, NÉ SANS BIEN, NE DOIT AVOIR qu'un seul désir, s'il a de l","(247461, 247633)","(546178, 546352)"
Sade_Justine_226,"révenir de toute ma puissance LE CRIME QU'ELLE S'APPRÊTAIT À COMMETTRE. 
--LE VOILÀ, ME DIT-ELLE, AS-TU REMARQUÉ CE JEUNE NÉGOCIANT DE LYON QUI MANGE avec nous depuis trois jours ","e prévenir, si je le pouvais, LE CRIME QU'ELLE S'APPRÊTAIT À COMMETTRE. 
--LE VOILÀ, ME DIT-ELLE : AS-TU REMARQUÉ CE JEUNE NÉGOCIANT DE LYON QUI MANGE ici depuis quatre ou cinq jou","(249084, 249203)","(548022, 548142)"
Sade_Justine_227,"r, ou en papier dans une très PETITE CASSETTE AUPRÈS DE SON LIT. LAISSE-MOI FAIRE CROIRE À CET HOMME QUE TU CONSENS À L'ÉCOUTER; QUE CELA SOIT OU NON, QUE T'IMPORTE ? JE L'ENGAGERAI À TE PROPOSER UNE PROMENADE HORS DE LA VILLE, JE LUI PERSUADERAI QU'IL AVANCERA SES AFFAIRES AVEC TOI PENDANT CETTE PROMENADE; TU L'AMUSERAS, TU LE TIENDRAS DEHORS, LE PLUS LONGTEMPS POSSIBLE; JE LE VOLERAI pendant ce temps-là, mais je ","s en or ou en papier dans une PETITE CASSETTE AUPRÈS DE SON LIT; LAISSE-MOI FAIRE CROIRE À CET HOMME QUE TU CONSENS À L'ÉCOUTER : QUE CELA SOIT OU NON, QUE T'IMPORTE ? JE L'ENGAGERAI À TE PROPOSER UNE PROMENADE HORS DE LA VILLE, JE LUI PERSUADERAI QU'IL AVANCERA SES AFFAIRES AVEC TOI PENDANT CETTE PROMENADE; TU L'AMUSERAS, TU LE TIENDRAS DEHORS LE PLUS LONGTEMPS POSSIBLE, JE LE VOLERAI dans cet intervalle, mais je ","(249395, 249753)","(548450, 548808)"
Sade_Justine_228," mais je ne m'enfuirai point, SES EFFETS SERONT DÉJÀ À TURIN QUE JE SERAI ENCORE DANS GRENOBLE. NOUS EMPLOIERONS TOUT L'ART POSSIBLE POUR LE DISSUADER DE JETER LES YEUX SUR NOUS, NOUS AURONS L'AIR DE L'AIDER DANS SES RECHERCHES; CEPENDANT MON DÉPART SERA ANNONCÉ, IL N'ÉTONNERA POINT, TU ME SUIVRAS, ET LES CENT LOUIS te sont comptés en arrivant l","valle, mais je ne fuirai pas; SES EFFETS SERONT DÉJÀ À TURIN, QUE JE SERAI ENCORE DANS GRENOBLE. NOUS EMPLOIERONS TOUT L'ART POSSIBLE POUR LE DISSUADER DE JETER LES YEUX SUR NOUS, NOUS AURONS L'AIR DE L'AIDER DANS SES RECHERCHES; CEPENDANT MON DÉPART SERA ANNONCÉ, IL N'ÉTONNERA POINT; TU ME SUIVRAS, ET LES MILLE LOUIS te seront comptés en touchant","(249804, 250091)","(548853, 549142)"
Sade_Justine_229,", me dit la Dubois, en vérité JE COMMENCE À CROIRE QUE LE CIEL T'A DONNÉ PLUS D'ART QU'À MOI POUR LE CRIME. 
EH BIEN, CONTINUA-T-ELLE EN ÉCRIVANT, VOILÀ MON BILLET DE mille louis, ose me refuser m","j'appelle une bonne écolière; JE COMMENCE À CROIRE QUE LE CIEL T'A DONNÉ PLUS D'ART QU'À MOI POUR LE CRIME. EH BIEN CONTINUA-T-ELLE EN ÉCRIVANT, VOILÀ MON BILLET DE vingt mille écus : ose me ref","(250565, 250701)","(549591, 549725)"
Sade_Justine_230,", madame, dis-je en acceptant LE BILLET, MAIS N'ATTRIBUEZ AU MOINS QU'À MON MALHEUREUX ÉTAT, ET MA FAIBLESSE ET LE TORT QUE J'AI DE VOUS SATISFAIRE. 
--JE VOULAIS EN FAIRE UN MÉRITE À TON ESPRIT, DIT LA DUBOIS, TU AIMES MIEUX QUE J'EN ACCUSE TON MALHEUR, CE SERA COMME TU voudras, sers-moi toujours et","en, madame, dis-je en prenant LE BILLET, MAIS N'ATTRIBUEZ AU MOINS QU'À MON MALHEUREUX ÉTAT, ET MA FAIBLESSE ET LE TORT QUE J'AI DE ME RENDRE À VOS SÉDUCTIONS. 
--JE VOULAIS EN FAIRE UN MÉRITE À TON ESPRIT, ME DIT LA DUBOIS : TU AIMES MIEUX QUE J'EN ACCUSE TON MALHEUR, CE SERA COMME TU le voudras; sers-moi toujours","(250796, 251037)","(549824, 550080)"
Sade_Justine_231,"ton malheur, ce sera comme tu VOUDRAS, SERS-MOI TOUJOURS ET TU SERAS CONTENTE. 
TOUT S'ARRANGEA; DÈS LE MÊME SOIR JE COMMENÇAI À FAIRE UN PEU PLUS BEAU JEU À DUBREUIL, ET JE RECONNUS EFFECTIVEMENT QU'IL AVAIT QUELQUE GOÛT POUR MOI. RIEN DE PLUS EMBARRASSANT QUE MA SITUATION; J'ÉTAIS BIEN ÉLOIGNÉE SANS DOUTE DE ME PRÊTER AU CRIME PROPOSÉ, Y EÛT-IL eu trois fois plus d'argent à"," malheur, ce sera comme tu le VOUDRAS; SERS-MOI TOUJOURS, ET TU SERAS CONTENTE. 
TOUT S'ARRANGEA; DÈS LE MÊME SOIR, JE COMMENÇAI À FAIRE UN PEU PLUS BEAU JEU À DUBREUIL, ET JE RECONNUS EFFECTIVEMENT QU'IL AVAIT QUELQUE GOÛT POUR MOI. 
RIEN DE PLUS EMBARRASSANT QUE MA SITUATION : J'ÉTAIS BIEN ÉLOIGNÉE SANS DOUTE DE ME PRÊTER AU CRIME PROPOSÉ, EÛT-IL dû s'agir de dix mille fois p","(251038, 251356)","(550084, 550404)"
Sade_Justine_232," de cette abominable créature NON SEULEMENT DÉRANGEAIT TOUT L'ÉDIFICE DE MES PROJETS HONNÊTES, MAIS ME PUNIRAIT MÊME DE LES AVOIR CONÇUS. 
AU JOUR PRESCRIT POUR LA PROMENADE PROJETÉE, LA DUBOIS NOUS INVITA L'UN ET L'AUTRE À DÎNER DANS SA CHAMBRE; NOUS ACCEPTÂMES, ET LE REPAS FAIT, DUBREUIL ET MOI DESCENDÎMES POUR PRESSER LA VOITURE QU'ON NOUS PRÉPARAIT. LA DUBOIS NE NOUS ACCOMPAGNANT POINT, je fus donc seule un instant","rdes de cette femme horrible, NON SEULEMENT DÉRANGERAIENT TOUT L'ÉDIFICE DE MES PROJETS HONNÊTES, MAIS ME PUNIRAIENT MÊME DE LES AVOIR CONÇUS. 
AU JOUR PRESCRIT POUR LA PROMENADE PROJETÉE, LA DUBOIS NOUS INVITE L'UN ET L'AUTRE À DÎNER DANS SA CHAMBRE; NOUS ACCEPTONS, ET LE REPAS FAIT, DUBREUIL ET MOI DESCENDONS POUR PRESSER LA VOITURE QU'ON NOUS PRÉPARAIT; LA DUBOIS NE NOUS ACCOMPAGNANT POINT, je me trouvai seule un insta","(251744, 252106)","(550864, 551229)"
Sade_Justine_233,", lui dis-je précipitamment, éCOUTEZ-MOI AVEC ATTENTION, POINT D'ÉCLAT, ET OBSERVEZ SURTOUT RIGOUREUSEMENT CE QUE JE VAIS VOUS PRESCRIRE. AVEZ-VOUS UN AMI SÛR DANS CETTE AUBERGE ? 
--OUI, J'AI UN JEUNE ASSOCIÉ SUR LEQUEL JE PUIS COMPTER COMME SUR MOI-MÊME. 
--EH BIEN, MONSIEUR, ALLEZ PROMPTEMENT LUI ORDONNER DE NE PAS QUITTER un instant votre chambre de t","sieur, lui dis-je fort vite, éCOUTEZ-MOI AVEC ATTENTION; POINT D'ÉCLAT, ET OBSERVEZ SURTOUT RIGOUREUSEMENT CE QUE JE VAIS VOUS PRESCRIRE; AVEZ-VOUS UN AMI SÛR DANS CETTE AUBERGE ? 
--OUI, J'AI UN JEUNE ASSOCIÉ SUR LEQUEL JE PUIS COMPTER COMME SUR MOI-MÊME. 
--EH BIEN, MONSIEUR, ALLEZ PROMPTEMENT LUI ORDONNER DE NE PAS QUITTER votre chambre une minute de t","(252224, 252521)","(551333, 551630)"
Sade_Justine_234,"emme de chez qui nous sortons EST UNE SCÉLÉRATE, ELLE N'ARRANGE LA PARTIE QUE NOUS ALLONS FAIRE ENSEMBLE QUE POUR VOUS VOLER PLUS À L'AISE PENDANT CE TEMPS-LÀ. PRESSEZ-VOUS, MONSIEUR, ELLE NOUS OBSERVE, ELLE EST DANGEREUSE; que je n'aie pas l'air de vo","emme chez qui nous avons dîné EST UNE SCÉLÉRATE : ELLE N'ARRANGE LA PARTIE QUE NOUS ALLONS FAIRE ENSEMBLE QUE POUR VOUS VOLER PLUS À L'AISE PENDANT CE TEMPS-LÀ; PRESSEZ-VOUS, MONSIEUR, ELLE NOUS OBSERVE, ELLE EST DANGEREUSE; remettez votre clé à votre a","(252825, 253017)","(551931, 552124)"
Sade_Justine_235,"sible et que cette garnison n'EN BOUGE QUE NOUS NE SOYONS REVENUS. JE VOUS EXPLIQUERAI TOUT LE RESTE DÈS QUE NOUS SERONS EN VOITURE. 
DUBREUIL M'ENTEND, IL ME SERRE LA MAIN POUR ME REMERCIER, et vole donner des ordres re","ans votre chambre, et qu'il n'EN BOUGE QUE NOUS NE SOYONS REVENUS. JE VOUS EXPLIQUERAI TOUT LE RESTE DÈS QUE NOUS SERONS EN VOITURE. 
DUBREUIL M'ENTEND, IL ME SERRE LA MAIN POUR ME REMERCIER, vole donner des ordres relat","(253233, 253393)","(552211, 552371)"
Sade_Justine_236,"vous. Réfléchissez-y, Sophie, JE SUIS MON MAÎTRE, JE NE DÉPENDS DE PERSONNE, JE PASSE À GENÈVE POUR UN PLACEMENT CONSIDÉRABLE DES SOMMES QUE VOS BONS AVIS ME SAUVENT; VOUS M'Y SUIVREZ, EN Y ARRIVANT JE DEVIENS VOTRE ÉPOUX ET VOUS NE PARAISSEZ À LYON QUE SOUS CE TITRE. 
Une telle aventure me flatt","ous, mademoiselle, me dit-il; JE SUIS MON MAÎTRE, JE NE DÉPENDS DE PERSONNE; JE PASSE À GENÈVE POUR UN PLACEMENT CONSIDÉRABLE DES SOMMES QUE VOS BONS AVIS ME SAUVENT, VOUS M'Y SUIVREZ; EN Y ARRIVANT JE DEVIENS VOTRE ÉPOUX, ET VOUS NE PARAISSEZ À LYON QUE SOUS CE TITRE, ou si vous l'aimez mieux, ma","(254096, 254333)","(552933, 553171)"
Sade_Justine_237,"e me convenait pas non plus d'ACCEPTER SANS FAIRE SENTIR À DUBREUIL TOUT CE QUI POURRAIT L'EN FAIRE REPENTIR. 
IL ME SUT GRÉ DE MA DÉLICATESSE, ET NE ME PRESSA QU'AVEC PLUS D'INSTANCE... MALHEUREUSE CRÉATURE QUE J'ÉTAIS, FALLAIT-il donc que le bonheur ne s'o","e convenait pas non plus de l'ACCEPTER SANS FAIRE SENTIR À DUBREUIL TOUT CE QUI POURRAIT L'EN FAIRE REPENTIR; IL ME SUT GRÉ DE MA DÉLICATESSE, ET NE ME PRESSA QU'AVEC PLUS D'INSISTANCE... MALHEUREUSE CRÉATURE QUE J'ÉTAIS FALLAIT-il que le bonheur ne s'offrît","(254441, 254639)","(553415, 553613)"
Sade_Justine_238," depuis trois heures la poste DU CÔTÉ DE TURIN... IL N'ÉTAIT PAS DOUTEUX QU'ELLE NE FÛT L'AUTEUR DE CETTE MULTITUDE DE CRIMES, ELLE S'ÉTAIT PRÉSENTÉE CHEZ DUBREUIL, PIQUÉE D'Y TROUVER DU MONDE, ELLE S'ÉTAIT VENGÉE SUR MOI, ET ELLE AVAIT EMPOISONNÉ DUBREUIL AU DÎNER POUR QU'AU RETOUR, SI ELLE AVAIT RÉUSSI À LE VOLER, CE MALHEUREUX JEUNE HOMME, PLUS OCCUPÉ DE SA VIE QUE DE la poursuivre, la laissât fui","on, court depuis trois heures DU CÔTÉ DE TURIN. IL N'ÉTAIT PAS DOUTEUX QU'ELLE NE FÛT L'AUTEUR DE CETTE MULTITUDE DE CRIMES; ELLE S'ÉTAIT PRÉSENTÉE CHEZ DUBREUIL; PIQUÉE D'Y TROUVER DU MONDE, ELLE S'ÉTAIT VENGÉE SUR MOI, ET ELLE AVAIT EMPOISONNÉ DUBREUIL, EN DÎNANT, POUR QU'AU RETOUR, SI ELLE AVAIT RÉUSSI À LE VOLER, CE MALHEUREUX JEUNE HOMME, PLUS OCCUPÉ DE SA VIE QUE DE poursuivre celle qui dérobait","(255900, 256243)","(554702, 555046)"
Sade_Justine_239," sa vie que de la poursuivre, LA LAISSÂT FUIR EN SÛRETÉ, ET POUR QUE L'ACCIDENT DE SA MORT ARRIVANT POUR AINSI DIRE DANS MES BRAS, J'EN fusse plus vraisemblablement ","elle qui dérobait sa fortune, LA LAISSÂT FUIR EN SÛRETÉ, ET POUR QUE L'ACCIDENT DE SA MORT ARRIVANT POUR AINSI DIRE DANS MES BRAS, JE pusse en être plus vraisembla","(256259, 256364)","(555089, 555192)"
Sade_Justine_240,"ta bien amèrement son associé ET BLÂMA L'EXCÈS DE DÉLICATESSE QUI M'AVAIT EMPÊCHÉE DE M'ALLER PLAINDRE AUSSITÔT QUE J'AVAIS ÉTÉ INSTRUITE DES PROJETS DE LA DUBOIS. NOUS COMBINÂMES QUE CETTE HORRIBLE CRÉATURE, À LAQUELLE IL NE FALLAIT QUE QUATRE HEURES POUR SE METTRE EN PAYS DE SÛRETÉ, Y SERAIT PLUS TÔT QUE NOUS N'AURIONS AVISÉ À LA FAIRE POURSUIVRE, QU'IL NOUS EN COÛTERAIT BEAUCOUP DE FRAIS, QUE LE MAÎTRE DE L'AUBERGE, VIVEMENT COMPROMIS DANS LES PLAINTES que j'allais faire et se défe","tta bien sincèrement Dubreuil ET BLÂMA L'EXCÈS DE DÉLICATESSE QUI M'AVAIT EMPÊCHÉE DE M'ALLER PLAINDRE AUSSITÔT QUE J'AVAIS ÉTÉ INSTRUITE DES PROJETS DE LA DUBOIS. NOUS COMBINÂMES QUE CE MONSTRE, AUQUEL IL NE FALLAIT QUE QUATRE HEURES POUR SE METTRE EN PAYS DE SÛRETÉ, Y SERAIT PLUS TÔT QUE NOUS N'AURIONS AVISÉ À LA FAIRE POURSUIVRE; QU'IL NOUS EN COÛTERAIT BEAUCOUP DE FRAIS; QUE LE MAÎTRE DE L'AUBERGE, VIVEMENT COMPROMIS DANS LA PLAINTE que nous ferions, et se défen","(257219, 257648)","(556526, 556936)"
